Temperatura,Presion
1.838632558608414627e+02,4.463155670541123499e+01
1.788833112635074940e+02,5.040541271450411642e+01
1.512184317705143712e+02,4.759676029255879115e+01
1.796022918682617444e+02,6.269690811391430429e+01
1.809034531491153928e+02,4.980052808124143837e+01
2.169486316872792884e+02,4.297880216869205583e+01
1.771145855282831576e+02,4.932909894661537464e+01
1.845232101350041773e+02,5.259679372818943932e+01
1.794793234544213476e+02,5.836681973076261443e+01
1.624698294357070267e+02,4.705273800030640530e+01
1.971423422177253144e+02,4.208786012988180403e+01
1.912789954903016110e+02,5.408418505715490454e+01
1.918654792056456984e+02,4.309700647050174638e+01
1.663591881780789095e+02,4.781922279246257546e+01
2.010419146640414851e+02,4.871189757244503227e+01
1.589722340581157880e+02,4.965183273349946091e+01
1.888028564070040431e+02,5.344582228537167623e+01
2.128568343871496609e+02,4.658182858856805808e+01
1.651419551230396792e+02,4.863135373916619386e+01
1.715055340559584351e+02,4.992864823525305695e+01
1.814947704763146135e+02,5.074798978759393719e+01
1.724478651882570261e+02,5.048913587353961674e+01
1.567400485340079968e+02,5.218002887611289964e+01
1.810284446220904044e+02,5.421919754820868320e+01
1.640654442941084312e+02,5.196317057825483943e+01
1.871038864595277289e+02,5.226792761754609273e+01
3.162086364864929919e+02,1.208888416626761142e+01
2.032490160752630857e+02,5.025113849582839975e+01
1.682512006149564456e+02,5.239753774000804043e+01
1.751690772569148749e+02,5.364470597285225040e+01
1.922027582605450391e+02,4.653824612883102674e+01
1.615370352534906715e+02,4.670480362555677800e+01
1.834118990190619343e+02,4.712949662358200698e+01
1.996071413142364293e+02,5.268206949945671624e+01
1.558877514815815744e+02,5.516940527462104171e+01
1.827695078779845517e+02,4.796269946354199476e+01
1.838982419137263662e+02,5.453981156813524223e+01
1.917273430766596505e+02,5.061739904582297100e+01
1.614457393368287796e+02,4.937857111418782097e+01
1.601931508037358469e+02,4.894307885091015464e+01
1.878291234842534720e+02,5.373305682301078434e+01
1.844547700984977894e+02,5.162788908393535081e+01
1.837573927551881354e+02,6.137912713823818933e+01
1.851967231424546299e+02,4.573887678501338172e+01
1.697996291763226395e+02,5.259050851014988126e+01
1.834838054574150590e+02,4.735399495094243605e+01
1.843960870994802121e+02,4.565356506505678169e+01
1.692847287296044954e+02,4.994566431482513735e+01
2.079866176671713447e+02,5.068676239703518149e+01
1.871074938136768253e+02,6.459086777530046675e+01
1.621304475419602795e+02,4.907927092158399063e+01
1.898483041295074543e+02,4.434910635257658384e+01
1.653797749465901745e+02,5.136505358747192673e+01
1.918062690561367845e+02,3.962679981226816039e+01
1.973789336851110647e+02,4.954021608697867407e+01
1.676897652247243400e+02,5.008012641147580268e+01
1.944506419386648304e+02,5.397300191472605491e+01
1.861917139040474751e+02,5.486811124713923249e+01
1.923309023999173633e+02,4.748215190546141429e+01
2.084518947398092052e+02,4.924692992685033488e+01
1.763191782599569422e+02,4.616939584694664234e+01
1.686939575346376614e+02,4.435968722596152958e+01
3.166572835556171412e+02,2.154947389690317294e+01
1.677628457255184173e+02,4.363207225701700054e+01
1.788434743587884270e+02,4.792686549714068178e+01
1.851172796222496686e+02,4.502413020050381220e+01
1.841503619899502837e+02,5.274841593145129792e+01
1.924077487355403662e+02,5.900715049633244291e+01
1.801950283781686153e+02,4.349206008598333995e+01
2.018030111573597480e+02,4.073490758551215407e+01
1.760301475014306618e+02,4.937556557324966633e+01
2.208025374988442877e+02,5.007848897978879421e+01
1.893850102164750808e+02,5.109329653378648572e+01
1.671426366537557726e+02,4.776839742382827581e+01
1.639366125290833054e+02,4.899680350587284039e+01
1.872370862286477688e+02,5.183755205270301047e+01
1.766480582201122331e+02,5.520215446322419695e+01
1.907100074113813832e+02,4.022475614840858782e+01
1.870985643686031779e+02,4.815530280484269099e+01
1.789075663101469047e+02,5.106904396970531934e+01
1.672980942289739232e+02,4.541011947694632056e+01
1.572772916297120389e+02,5.865584815883649838e+01
1.733022757189946788e+02,4.682295059885631616e+01
1.928459819148520751e+02,4.979353656496358838e+01
1.832114061619530503e+02,5.278011048421145546e+01
1.613139183193201802e+02,4.704357605599052761e+01
1.825977138877677248e+02,4.076713476097791045e+01
1.857797606959325663e+02,4.785672736541733485e+01
1.667421384569830138e+02,5.514720277963520090e+01
1.823058765891829296e+02,4.831552436607430678e+01
1.808731307766900045e+02,4.576782849270510667e+01
1.628554455325406423e+02,5.462836104751360722e+01
1.853668104052242427e+02,4.834612551988473683e+01
1.884117678955235249e+02,4.744919593174891048e+01
1.962457686476291485e+02,5.074728044831654472e+01
1.958070307805235473e+02,5.385375104809394031e+01
1.593349594806436471e+02,6.190856765866273292e+01
1.659326244012731593e+02,5.413618053828711396e+01
1.877255290081299108e+02,5.579919983194172062e+01
1.877067892636831345e+02,4.747016900506072545e+01
1.877257152945907137e+02,4.487065947015261713e+01
2.377909723598208132e+02,5.031165674809561494e+01
1.885633576603975143e+02,5.053584957629798424e+01
1.970334846027089952e+02,4.460743629317701675e+01
1.943100264523980343e+02,4.912352735047993235e+01
1.897708687695869685e+02,5.199658800859565133e+01
1.752709613303948117e+02,5.180196697509040149e+01
1.913845383073989979e+02,5.252143926692136233e+01
1.684076217819364274e+02,5.145482365068721720e+01
1.764477208988998598e+02,4.746495670364971886e+01
1.727195467825634410e+02,4.743049686675578158e+01
1.812281120907948377e+02,4.400524301003061822e+01
2.147198785001026238e+02,5.892387519592547562e+01
1.519910221111237831e+02,5.006725182309646272e+01
1.902939028556177163e+02,4.887573472102574357e+01
1.558092619321552093e+02,4.535603959273770869e+01
1.729210220131585061e+02,6.467828951163889428e+01
1.963342589545104886e+02,4.463335983888552505e+01
1.809642002864319466e+02,4.785576037196963028e+01
1.638338283310604027e+02,5.207918418143029982e+01
1.692704443611004876e+02,5.300106482872138969e+01
1.901939662340201380e+02,5.478966027607842193e+01
1.690445005242429488e+02,5.903804253884631237e+01
1.832468788437296325e+02,5.253078827730356437e+01
1.806835775985572070e+02,4.471984600016666178e+01
1.702259947859127465e+02,4.871527437439109320e+01
2.121591613398798870e+02,5.153916186256942211e+01
3.395087853347702094e+02,3.034113020752911893e+01
1.496228612001359011e+02,4.301097260787851440e+01
1.827968147215414092e+02,5.601288252612613405e+01
1.700732030284741825e+02,5.089957184773208354e+01
1.927865000219433682e+02,5.418915267614740117e+01
1.681121889235094784e+02,4.949002641682034209e+01
1.782789533779965154e+02,4.578783684936836806e+01
1.875748091847068508e+02,5.375436389700666240e+01
1.929863279125518147e+02,5.327215513552810933e+01
1.619955538941633506e+02,5.486028482869861023e+01
1.749824814623857776e+02,4.993347682310682245e+01
1.728758203325856471e+02,4.700088988340075247e+01
1.702000615113943240e+02,4.220606502488079315e+01
2.064818136042164554e+02,5.409686634069703359e+01
1.860747256644143306e+02,5.211944741221992672e+01
1.610867406849743304e+02,4.517108683568020666e+01
1.937679292058216447e+02,4.730713163351688166e+01
2.118323429551894890e+02,4.766620594024279711e+01
1.954869789082671900e+02,4.258507784008791219e+01
1.572094505106898055e+02,4.591158801697433489e+01
1.727364889070062191e+02,4.433084821596823133e+01
1.990036672377993341e+02,4.793760494056031973e+01
1.693849580157182970e+02,4.630651250835218491e+01
1.866572914221934241e+02,4.186497539566625647e+01
1.916195108014400432e+02,6.011295115284740831e+01
1.660960429263287494e+02,5.626270365514615435e+01
1.791071196590729926e+02,4.610490289240006945e+01
1.313809898989639180e+02,5.136210698326804902e+01
1.646341853799856381e+02,5.208732544910647277e+01
1.762114777291025973e+02,5.595542927386738086e+01
1.612832522705272709e+02,4.590697486669960625e+01
2.044861695589745239e+02,5.546053391991213033e+01
1.585478793305905185e+02,4.726047347896532358e+01
1.733993326995452549e+02,4.332068797915692926e+01
1.819611086592913693e+02,5.362068279657248837e+01
2.016190993359917343e+02,5.645379212061214247e+01
1.584620677323084124e+02,6.293954486765342438e+01
1.974474562823243957e+02,4.400137367454892967e+01
1.801534959152938029e+02,5.349459842540394305e+01
1.652773702342807383e+02,4.795099378103233789e+01
1.869315521139490670e+02,5.391679355262015605e+01
1.829858954336020531e+02,4.264755224384374799e+01
1.709967468426180801e+02,4.368615112150718005e+01
1.810470312748502977e+02,4.612062588416758047e+01
1.742202960470735889e+02,5.039482022834042141e+01
1.817027601787687274e+02,4.679459366730822012e+01
1.899319601178156915e+02,5.329527171956709708e+01
2.037902522421802871e+02,5.513447309128957130e+01
1.614327675175972558e+02,5.299788770622677703e+01
2.119955006198439946e+02,5.809393819830434325e+01
1.507186830071624684e+02,5.207913314727671406e+01
1.777232235744662603e+02,4.391551644829916512e+01
1.888247580972686421e+02,5.681688256769169953e+01
1.842148780160254944e+02,4.697421882197001253e+01
1.706595072026910884e+02,5.455209249842785368e+01
1.768781662446408802e+02,5.786867108277553484e+01
1.726049859801175046e+02,5.228344005365199365e+01
1.711595286458368150e+02,4.251920593417675320e+01
1.927440314553153655e+02,4.540893916745104519e+01
1.853552322894757083e+02,5.661372233442567392e+01
1.696063560710901754e+02,4.915438657178592052e+01
1.934939981314987563e+02,5.039786767471083095e+01
1.846094928131491315e+02,5.379412208081804891e+01
1.921929317825843953e+02,5.348161431040161773e+01
1.894444326288541731e+02,5.139399906192730327e+01
1.675650748361689182e+02,4.895665814389766979e+01
1.715972843970454562e+02,4.843665777133821138e+01
1.912094040768489265e+02,5.428949412645671657e+01
1.891555539815019813e+02,5.276784765533896859e+01
1.796864760905377807e+02,4.871349999691105381e+01
1.817599107496317288e+02,5.541056156496570395e+01
1.991649734368263580e+02,4.935482942435108100e+01
1.711264291674625611e+02,4.574168912832803358e+01
1.882064607175505557e+02,4.620514650548327751e+01
1.769671102134915941e+02,4.510629581845117286e+01
1.767347819515916854e+02,4.863794991698156167e+01
1.964816527798078596e+02,5.616862139168096490e+01
1.923812452348204545e+02,4.597452409484745317e+01
1.922026445400095724e+02,5.094237880509051308e+01
1.995821821073149351e+02,4.671655327186293505e+01
1.803150576244913736e+02,4.869845479364281005e+01
1.902292945694244679e+02,4.244979394007373941e+01
1.753459986510981707e+02,4.889730885421731443e+01
1.848624952873266238e+02,4.903147310097519096e+01
1.780478541844847200e+02,5.270143972017847744e+01
1.814549394748907787e+02,5.111640456627685580e+01
1.889273553815536957e+02,4.400803937523977538e+01
1.677266897514979007e+02,5.542099122021771507e+01
2.113858091352819031e+02,5.105151520110997865e+01
1.649097392775044568e+02,5.099196758588742995e+01
1.617871708081840154e+02,4.995408823307430879e+01
1.973716631025010315e+02,4.741121276388889783e+01
1.918749404094440365e+02,5.108901169874363291e+01
1.893617972557823350e+02,5.237794217964291477e+01
1.894251826389642019e+02,4.126552154327222866e+01
1.798162984072962729e+02,4.730619581326952527e+01
1.665411844277125226e+02,4.872526514798205000e+01
1.811370683729059010e+02,5.128085302847139104e+01
1.698425743273183173e+02,5.596655502963562867e+01
1.946267960012662570e+02,4.614129592701608829e+01
1.777941392774679343e+02,4.751019076591079227e+01
1.676175420481123410e+02,4.743732944676725083e+01
1.751792123752051111e+02,4.599236204947729334e+01
1.861939718141343576e+02,4.826406752443868697e+01
1.715441317079403802e+02,5.385401109993985358e+01
1.676666940665035384e+02,4.473082252317827567e+01
1.836553081723786818e+02,5.213907197576451580e+01
8.367449856663083096e+01,1.149048884990832420e+01
1.723958523694330438e+02,4.719331001778896706e+01
1.729344254157251726e+02,4.835255349891006915e+01
1.834807490603645306e+02,5.837429836457032195e+01
1.582787348775401313e+02,4.862598847623655729e+01
1.588880433843516755e+02,3.899378263274540757e+01
1.692233366812134534e+02,4.000555546569375309e+01
3.267982927243223230e+02,9.017014793173339626e+01
1.846636134839700674e+02,5.306885427894954432e+01
2.021303432542432859e+02,5.187727928813626477e+01
1.928648943480303046e+02,5.083785052900495316e+01
1.776009220505486041e+02,5.581129798752833437e+01
1.797147568814596639e+02,4.730204389631434481e+01
1.649620595304328674e+02,5.447455278013412538e+01
1.797223029601141491e+02,4.183992557486791242e+01
1.756701204161979319e+02,4.547526083530966901e+01
1.848407784050713474e+02,4.096479302534091715e+01
1.675915358467151464e+02,4.862577349665103554e+01
1.877901977136175731e+02,4.976869391366828665e+01
2.029910836950386681e+02,5.057050746113259976e+01
1.783685977731471439e+02,5.030941676443567445e+01
1.860256758314841363e+02,4.536223334594136247e+01
1.903521598756667004e+02,4.904879577793391832e+01
1.739816929217124652e+02,4.251276665697125878e+01
1.833613872271562570e+02,5.681614487566125149e+01
1.801888860117269360e+02,4.848186963550999451e+01
1.814651414782324821e+02,4.755556940478154360e+01
1.684048532421680022e+02,5.794470164222041575e+01
1.803676526138841325e+02,4.378876733225385465e+01
8.746997436868173281e+01,8.437206442984015098e+01
2.017671541169256102e+02,4.451889837565717301e+01
9.438906239127811659e+01,1.966064309150259248e+01
2.122977368626733323e+02,5.215815814818798657e+01
1.684897865566792632e+02,5.369837734058916823e+01
1.930848095508101778e+02,6.285997658747484707e+01
1.827501300860752735e+02,3.875283772899618384e+01
2.128470439982650930e+02,5.304367794562208616e+01
1.678755257196727371e+02,4.721434713713884435e+01
1.674041723672883677e+02,4.706792425555613590e+01
1.710091103183396797e+02,4.690113935873061024e+01
1.481415641353528940e+02,4.545615164596013358e+01
1.721136746747885979e+02,5.842262417301725463e+01
1.686130100766945361e+02,5.421148663506951237e+01
1.822559067971431261e+02,5.011597989278687493e+01
1.851263396366574057e+02,5.675507876243500505e+01
2.081425625882382917e+02,4.243735517350562247e+01
1.942563575727907619e+02,4.334647434334537053e+01
1.713464451650639546e+02,3.911016133902656122e+01
1.665237799297746335e+02,4.650292729938356473e+01
1.873787875725975880e+02,5.080849263352376255e+01
1.601965018946903569e+02,5.051429288966166808e+01
2.074718814878152955e+02,5.074670955529940386e+01
1.976916018108192930e+02,4.294471584466958802e+01
1.729623652184294258e+02,5.401577371307011077e+01
1.543029820636368470e+02,5.119813759119499252e+01
2.003080856124811930e+02,5.366527140732999612e+01
1.782819023212107368e+02,4.053618911204974040e+01
1.985672446796019130e+02,5.155745429398894686e+01
1.560835851180844998e+02,4.406117380041236231e+01
1.710093746556934207e+02,4.801338373724318842e+01
1.800786554957727503e+02,5.267182449318191573e+01
1.807047089064711258e+02,5.045546803127956537e+01
1.732490179278113374e+02,4.574230010110340316e+01
1.893427489852124950e+02,5.003136578092209419e+01
1.639856935592610796e+02,4.234232342378178515e+01
1.778643077246806001e+02,5.575133697949148370e+01
1.818044344756784767e+02,4.897357990251874327e+01
1.877165825108812385e+02,5.559274972127663261e+01
1.906742231713333524e+02,4.736734156451978350e+01
1.631303686224319733e+02,4.738212005796708581e+01
1.569882874389656706e+02,4.617906606681076909e+01
1.991651523284776317e+02,5.438086965846537879e+01
1.849847101796938773e+02,4.645284421335762204e+01
1.687727019516516975e+02,5.322297716207588536e+01
2.032672796328378411e+02,4.808773801165354911e+01
1.817351195143928919e+02,4.012018350054189852e+01
1.976894577609573957e+02,4.714842966106766653e+01
1.810127772211516231e+02,4.410445892818575686e+01
2.109112188732298137e+02,5.016951361841168477e+01
2.063301126366480673e+02,4.404796132162754674e+01
1.762655377728139001e+02,5.462987550357308209e+01
1.945735642643153369e+02,4.954462069823486559e+01
1.896806392437772217e+02,4.911202002620630225e+01
2.005294733629852431e+02,5.327946068893791676e+01
1.655261480912984382e+02,5.481953467037931205e+01
1.902907718999765905e+02,4.989950624115174094e+01
1.958763673027438017e+02,4.614399850225354527e+01
1.536189077036532922e+02,4.113015191943935633e+01
1.622511223100133861e+02,4.656975121482410174e+01
1.494115173335984821e+02,4.691393876676018948e+01
1.759588974833316399e+02,5.053528726496148238e+01
1.907631338369394314e+02,4.827426559430986686e+01
2.025353557814404155e+02,5.343966486025713891e+01
1.811114217062966247e+02,4.693508364364654994e+01
2.044292331835693801e+02,4.971479416573529164e+01
1.592984781267766152e+02,5.591993721598444722e+01
1.544492634096726817e+02,5.170912606977483250e+01
1.791667845165507060e+02,4.969981229155717983e+01
1.857609817340895972e+02,4.699027779032411445e+01
1.795095787785886046e+02,4.683384301642511360e+01
1.489883684994018438e+02,4.574693373524026185e+01
1.786631994073081842e+02,4.729496567108550664e+01
1.604329574924271924e+02,5.377832919372157505e+01
1.900450882324505812e+02,4.889055864353865388e+01
1.854989736914527327e+02,4.325113465309384253e+01
1.659018032050896636e+02,5.884084646529891671e+01
1.722919962399495830e+02,5.159982595572581232e+01
1.641117971716657280e+02,4.296528299743415147e+01
1.790598135409024110e+02,4.779075536379588129e+01
1.943271348075185756e+02,5.055443191414208570e+01
3.152141093049668825e+02,9.852296046648689298e+01
1.875606977327676645e+02,4.445943770870565004e+01
1.720461357244133751e+02,5.488020359677973659e+01
1.681069075160648367e+02,5.699743213486171811e+01
1.783945446006816269e+02,4.685672847462714685e+01
1.644713651637093790e+02,4.861243190569883410e+01
1.716952604197922767e+02,4.481845376313114571e+01
1.620318316111672630e+02,4.898269429459847402e+01
2.094708769937458328e+02,4.981705012828534507e+01
1.805289532795759158e+02,5.329824999041185407e+01
1.695041173801112109e+02,5.545091735510223430e+01
1.832096986610133342e+02,4.625951967689176314e+01
1.783150792546375669e+02,4.016337467887002788e+01
1.766854560070016475e+02,4.989377610361879078e+01
1.892125005006513732e+02,5.146768764984319944e+01
1.913626156507095857e+02,5.124708843842520878e+01
1.720424827858420826e+02,4.836663376245478219e+01
1.713627263903298115e+02,5.062376049831966895e+01
1.758742245427253295e+02,5.757722404176124087e+01
1.454711825289662102e+02,5.190867084481254778e+01
1.572721340670217103e+02,4.813315787498457610e+01
2.005031140116678614e+02,4.749901091452002078e+01
2.046745157025192441e+02,4.915073821161134759e+01
1.762644594066543391e+02,5.818369980915319672e+01
1.886483544458365031e+02,4.908349645236901182e+01
1.846687523181530537e+02,4.990102827739646330e+01
2.261832121268285505e+02,4.758843214531848531e+01
1.967936236715186453e+02,5.549491678720982435e+01
1.780812361277885145e+02,5.979918627372337880e+01
1.656668933909936072e+02,5.225306524715693968e+01
1.559033051961364151e+02,5.041386451892712728e+01
1.830519545380083457e+02,5.018391416587117249e+01
1.686547388207354459e+02,3.807846605607127088e+01
1.586661943560348789e+02,5.372575432142408403e+01
1.703014067363621109e+02,5.067083207997922045e+01
1.637767799457840852e+02,5.214171025330362852e+01
2.053071245260884723e+02,4.644268902958147294e+01
1.932245963542417542e+02,4.807771560511454112e+01
1.798804103802507370e+02,4.794487531748413289e+01
2.021991620833503873e+02,5.510811492036519610e+01
1.811605246147142623e+02,4.810620081698453276e+01
1.670807369800760398e+02,6.041330161054898440e+01
2.028468611590448631e+02,5.215431209507518417e+01
1.880836506552698779e+02,4.362158670002133931e+01
1.644413076851031406e+02,4.935726853374021772e+01
1.771449198287458842e+02,4.674162438921791818e+01
1.668657261992286465e+02,3.902808765089987730e+01
1.592580040355349524e+02,5.799735470056894826e+01
1.938926632129746110e+02,5.351571271110002215e+01
2.086412496070519467e+02,5.266603658949656364e+01
1.590214863927128874e+02,5.082701830149851929e+01
1.884445385503585726e+02,4.308991215653781381e+01
1.702403614631726043e+02,4.758191430222281326e+01
1.726931192435295657e+02,5.420890387392006460e+01
1.711140911364169597e+02,4.474389985108748391e+01
1.670401384548027579e+02,3.734115341874593241e+01
1.807278244191724070e+02,4.886446996109536656e+01
1.675357482538344414e+02,4.929121222986231032e+01
1.840568523866975852e+02,5.067781708207354541e+01
1.792464283582629321e+02,5.364259321757268140e+01
1.764157792970038656e+02,5.318802906115604401e+01
1.663865450693760408e+02,5.129384902621961118e+01
1.713484300414750123e+02,5.597765694043354756e+01
1.913308683873863458e+02,4.240515109593342657e+01
1.875137578143657038e+02,5.252290907238695183e+01
1.653366713280217368e+02,5.313269181668471219e+01
1.814899845814383923e+02,4.380218856959880469e+01
1.912708068505768324e+02,4.248564695658805590e+01
1.549589207831794226e+02,4.627028936762199152e+01
1.881504028856990374e+02,4.669229278742353983e+01
1.700606436158122960e+02,5.376709731751215315e+01
1.885589800288973947e+02,4.692730608154452909e+01
1.685511126518622405e+02,4.571825740859397769e+01
1.529267684900322024e+02,4.694183131652720675e+01
1.555868634317525618e+02,5.559316167077106030e+01
1.807212741999207424e+02,5.006521687188475767e+01
1.838958375258222304e+02,4.910374487321544024e+01
1.664352506234338591e+02,4.944997250649474552e+01
1.895788868816605941e+02,5.646030167163261382e+01
1.550771990659656012e+02,4.625414136698378798e+01
1.790088030202902587e+02,5.657754145470052265e+01
1.618347570035631406e+02,5.105248149460751961e+01
1.702224583829676021e+02,4.919790309012326190e+01
1.807109800697461992e+02,6.250450248967140965e+01
1.670937995207407027e+02,4.472180255100701629e+01
1.742316668365526198e+02,4.823157120216497162e+01
1.950943921382166195e+02,4.383784380417999671e+01
1.713466219571527631e+02,5.476230985268084339e+01
1.925353816809771388e+02,5.844594466825839163e+01
1.630543971801357372e+02,5.834961390702319761e+01
1.879470626687292452e+02,5.611974376573002132e+01
2.016235293098685020e+02,4.901189766102017131e+01
1.429253324980906541e+02,4.817379511255077063e+01
1.680465711679428580e+02,4.164415113752967557e+01
1.886560819077081135e+02,6.017936767590896352e+01
1.769543192093551056e+02,5.234489039074233574e+01
1.855671881005696378e+02,4.754021547565258743e+01
1.709402221992626778e+02,5.664028444493483505e+01
1.812988468120935011e+02,4.513617741619999890e+01
3.276648414691188123e+02,2.203311017111337122e+01
1.975167309248971037e+02,4.913685432854582302e+01
1.838163126495182098e+02,5.319338569940150308e+01
1.850640399311280362e+02,4.968213230406939118e+01
1.738218455081629941e+02,4.274536054444387645e+01
1.726859066389125985e+02,5.037788186335018992e+01
1.735116271827056948e+02,5.524432070937680805e+01
1.859167821356744525e+02,4.985391797073007325e+01
1.736852327876960658e+02,5.387557560794542866e+01
1.843466228534462061e+02,4.477235257162973170e+01
2.111310119796815741e+02,4.986869603365074255e+01
1.930668705514753754e+02,4.687744772455711484e+01
3.251096470174824162e+02,9.373490420052354466e+01
1.980182088324591803e+02,5.015745781130998182e+01
1.738788694046767205e+02,5.345036838168306303e+01
1.494281319723321815e+02,5.543855213078933275e+01
1.648787053362389372e+02,5.345809287560694401e+01
1.519381211846121573e+02,5.136559217146822220e+01
1.747272977393803615e+02,4.500893870744297232e+01
1.802762756878432810e+02,4.998606944666549623e+01
2.051465596841292438e+02,4.733454798992083568e+01
1.849039106064624320e+02,4.827968021647886587e+01
1.767134920678670369e+02,4.812732924624874897e+01
1.924410837177523490e+02,4.510037212608877866e+01
1.468329703648817315e+02,4.021330705433005193e+01
1.835342183716284978e+02,4.665928475836116718e+01
1.915629779083045037e+02,5.096689725962079365e+01
1.578212063133023833e+02,4.325911477286254581e+01
1.971563106481039256e+02,5.007841118235812417e+01
1.850774461124162258e+02,5.950134212155482771e+01
1.737706812914879890e+02,5.511528277626119632e+01
